study_hours,sleep_hours,break_frequency,concentration_level,burnout_risk
19.1,6.3,31,4,96.92
4.9,5.0,33,5,8.29
7.8,12.2,7,4,4.03
5.0,7.0,28,3,18.32
9.2,6.3,31,3,47.33
7.3,13.2,20,3,0.0
8.8,7.3,19,4,38.29
8.2,7.2,23,2,42.43
7.3,7.0,51,5,8.29
12.7,5.7,32,3,74.82
10.0,7.5,48,3,37.93
6.7,14.7,10,5,0.0
9.9,6.9,59,4,25.34
19.2,4.0,5,2,100.0
12.1,3.6,5,1,94.21
2.3,7.3,42,5,0.0
18.4,4.3,24,2,100.0
12.5,6.7,11,3,63.57
7.2,3.6,32,3,39.15
9.5,7.4,6,5,43.14
11.2,3.8,53,5,37.59
7.3,6.1,9,3,48.71
6.9,6.5,56,5,15.92
7.0,13.7,11,2,12.24
14.2,2.8,12,1,100.0
10.3,7.6,47,1,53.66
13.7,9.8,53,3,45.16
10.4,11.0,52,1,39.38
4.1,6.6,32,1,29.18
6.5,7.4,44,3,13.28
5.8,11.1,29,4,0.0
8.4,2.1,50,5,35.13
12.8,7.7,27,3,61.01
14.2,2.4,26,1,100.0
7.9,7.7,29,4,17.89
7.6,7.2,5,5,18.48
7.1,7.3,37,5,8.51
7.2,7.9,37,2,27.18
9.0,7.6,49,5,14.15
9.0,13.2,18,3,21.98
8.7,4.5,5,3,57.66
19.4,7.1,57,4,81.09
3.4,10.8,59,2,0.0
6.6,6.7,43,2,40.35
6.5,12.1,28,1,15.07
8.2,9.5,16,2,31.84
6.4,14.5,17,1,0.0
16.9,7.6,27,2,81.09
18.6,7.4,8,3,97.26
9.4,13.1,38,1,34.6
8.9,11.6,42,3,22.85
9.2,10.6,31,2,27.46
6.3,7.9,36,3,6.04
8.3,7.6,47,1,48.89
7.5,9.5,31,3,23.35
1.1,6.7,5,5,0.0
8.8,7.1,57,2,38.45
8.4,14.1,16,3,4.87
5.1,7.9,11,5,3.51
9.9,4.0,43,3,44.14
6.1,4.2,11,3,44.49
6.7,7.4,55,3,20.37
6.1,7.5,20,1,41.37
8.9,7.5,32,3,42.01
6.9,4.3,55,2,41.07
10.6,9.0,50,4,18.32
8.4,6.5,54,3,28.03
9.2,3.4,60,3,52.83
8.1,6.7,46,5,6.98
9.2,2.9,48,2,73.27
7.9,10.2,38,5,1.0
8.6,6.2,13,1,59.89
7.8,6.3,45,1,49.08
9.4,7.6,41,2,34.54
8.2,7.8,26,4,31.55
4.4,7.9,54,4,2.65
6.3,6.7,59,4,10.21
8.6,8.0,16,5,12.18
6.5,14.4,11,5,0.0
10.0,14.4,48,1,23.06
6.6,12.7,30,4,11.32
9.2,13.4,41,5,0.0
7.6,7.0,10,2,47.36
16.9,14.6,31,3,49.5
3.8,9.1,31,5,0.0
13.1,2.2,33,3,83.92
7.3,2.4,38,5,27.5
8.8,6.4,40,5,18.35
7.0,6.5,35,4,23.51
8.7,6.2,59,3,34.21
6.9,6.4,33,2,40.6
9.2,6.1,26,2,55.6
19.4,13.4,11,2,75.57
7.0,2.2,13,2,67.58
7.9,14.4,22,2,8.41
18.1,7.2,16,1,100.0
7.3,7.7,23,4,27.96
14.9,8.6,39,2,77.25
6.3,10.9,7,5,3.82
7.4,7.9,47,3,37.46
6.7,7.7,36,3,21.18
7.1,9.0,12,4,23.8
6.3,8.1,6,2,40.44
6.2,2.3,14,1,56.39
14.3,11.4,39,1,63.12
9.5,7.4,15,2,60.42
8.2,6.8,32,4,35.86
12.6,4.0,20,3,82.84
14.9,14.2,55,2,44.49
2.1,9.5,54,3,0.0
19.7,13.6,45,3,71.65
9.7,2.7,41,4,50.75
8.7,6.6,35,4,40.7
7.1,4.5,31,4,38.17
11.9,6.7,36,5,54.52
8.5,7.6,52,3,34.85
12.4,6.1,36,5,46.67
8.3,6.0,12,2,52.17
8.8,14.8,7,5,0.0
7.5,6.4,59,1,47.36
1.8,14.0,41,3,0.0
7.9,9.5,18,3,26.39
6.8,5.9,17,5,10.84
6.9,6.8,16,3,26.32
7.9,14.1,42,2,9.53
8.4,5.5,22,4,42.0
6.6,6.6,7,5,18.75
7.4,7.8,9,3,34.6
8.1,6.7,13,4,40.56
7.3,7.4,9,1,44.41
6.8,14.9,43,1,0.0
9.8,6.2,51,5,15.97
6.8,14.7,57,4,0.0
7.3,11.8,19,1,23.8
7.6,7.7,54,5,16.46
7.0,7.4,55,5,3.07
8.9,7.7,43,1,38.54
14.8,14.5,26,3,43.39
18.6,14.1,35,2,65.95
6.6,9.4,25,3,23.29
18.2,6.5,9,2,100.0
1.3,6.3,36,4,2.69
15.5,7.3,15,1,89.46
7.2,7.5,20,5,15.65
6.9,7.8,30,3,34.13
9.5,6.3,36,4,33.93
5.4,13.3,35,3,0.0
5.1,13.6,20,5,0.0
8.0,6.1,36,5,12.87
8.4,4.7,32,5,39.64
6.0,6.7,7,4,28.93
9.6,13.7,24,4,3.31
8.3,7.0,6,4,47.64
8.5,9.4,20,1,37.8
7.8,13.3,57,1,3.9
6.6,6.6,13,1,54.93
7.2,6.2,54,2,25.38
18.1,7.7,57,1,88.73
9.2,7.1,53,3,42.08
7.4,7.3,35,3,23.12
4.8,10.0,8,5,0.0
1.3,6.1,25,1,28.74
8.1,13.7,11,1,24.54
9.3,11.8,15,5,16.94
7.5,6.2,31,2,32.96
8.5,9.0,47,3,36.51
7.8,6.5,6,1,50.57
9.2,10.4,42,4,2.52
18.9,8.9,56,5,65.44
10.0,6.6,35,3,43.44
15.0,14.8,13,3,53.64
9.0,6.6,26,2,59.42
19.4,12.7,43,5,52.95
9.9,2.3,25,3,70.68
10.0,2.8,33,1,74.37
8.6,7.0,43,3,38.96
7.6,6.2,12,3,47.46
14.4,7.5,50,4,45.03
6.5,8.0,38,3,17.83
7.8,6.8,60,4,19.29
18.9,6.5,6,5,78.9
7.4,7.9,28,4,21.63
7.6,7.7,30,3,23.05
9.5,7.7,38,3,41.75
8.9,7.4,56,4,19.44
7.4,7.3,43,2,22.46
8.4,14.8,49,3,0.0
9.0,7.9,59,4,16.88
8.9,6.5,44,2,47.6
8.7,8.5,7,5,29.9
1.3,6.7,22,3,0.0
6.6,2.3,40,5,29.88
13.0,7.0,9,4,65.04
7.5,6.9,38,4,15.8
9.0,7.8,26,4,22.31
6.8,4.0,6,2,54.94
8.0,7.6,59,3,39.61
7.3,6.2,50,2,29.22
18.8,3.9,11,5,100.0
6.8,4.8,34,2,46.17
1.1,7.5,50,3,0.0
6.0,7.3,25,5,4.57
8.2,6.6,52,2,52.63
9.4,7.0,44,4,29.61
8.9,5.2,32,2,56.17
9.1,14.4,38,2,1.16
9.5,13.2,60,4,0.0
6.6,7.7,57,3,24.7
7.8,5.2,9,4,39.61
8.4,6.1,36,4,35.33
9.6,11.7,24,3,39.23
8.1,6.8,56,1,43.53
6.2,14.8,20,2,0.0
8.6,6.8,46,4,29.65
15.9,6.4,51,3,72.98
6.6,13.4,33,3,8.27
7.6,6.8,36,1,37.75
7.8,6.6,9,5,16.25
4.5,13.2,9,2,2.59
3.1,6.0,9,3,18.53
8.6,7.1,56,1,46.06
10.1,7.9,40,2,49.2
9.0,6.8,20,1,61.75
8.5,7.9,59,5,9.49
7.4,13.8,51,4,0.0
6.2,6.1,35,2,33.99
6.3,6.8,56,3,7.54
8.2,8.0,9,4,25.17
8.7,6.7,28,3,35.56
14.7,7.2,33,4,59.56
8.6,6.7,34,1,58.12
8.6,7.6,42,3,26.66
6.2,3.7,17,5,13.14
7.6,6.3,37,4,27.57
7.9,7.3,56,1,33.19
7.6,6.8,12,2,36.56
6.0,8.0,42,5,4.07
2.6,6.9,43,1,7.18
16.6,7.4,56,2,75.28
7.6,6.3,15,4,39.67
8.5,6.9,39,2,43.95
9.5,2.3,24,2,73.13
7.1,6.5,55,1,30.6
7.1,7.5,5,2,34.75
9.9,7.2,50,5,28.16
8.5,6.7,22,3,44.98
10.5,6.9,56,1,59.94
16.7,11.9,50,4,36.32
10.0,7.4,42,2,28.19
8.8,14.0,33,5,0.0
3.0,7.7,35,3,5.34
14.1,5.5,58,2,74.15
7.7,13.8,29,3,0.0
7.3,7.2,55,3,17.03
9.7,6.2,5,2,63.34
3.4,6.4,10,2,29.9
9.7,6.3,21,3,54.51
7.1,4.7,13,3,50.77
16.6,7.8,60,2,76.85
9.3,7.4,5,5,22.89
17.0,6.1,19,4,76.37
9.2,12.3,21,2,28.96
9.5,8.9,60,2,30.78
7.1,4.9,54,4,16.32
16.0,6.6,54,2,83.34
9.7,12.4,5,1,40.06
6.8,6.7,31,4,17.4
6.6,4.5,55,5,26.8
19.7,7.5,10,2,97.2
8.4,6.8,24,2,50.42
10.1,10.6,58,5,7.24
8.8,10.2,22,5,25.09
16.6,11.9,9,5,51.25
9.3,7.1,18,1,66.23
7.8,4.7,35,1,53.75
9.7,6.2,22,2,63.12
8.0,4.1,55,4,37.0
8.8,6.4,22,4,37.29
8.8,7.0,43,3,40.9
9.6,6.4,10,3,52.18
8.7,7.9,39,2,33.6
9.1,6.1,42,5,35.08
9.4,8.7,7,3,40.65
9.1,11.9,33,3,17.79
6.4,9.6,43,1,25.33
6.7,11.4,56,5,0.0
7.4,8.0,43,2,39.37
1.2,7.2,40,5,0.0
9.8,9.5,45,2,38.68
9.0,13.7,25,2,23.05
7.0,8.4,44,1,41.65
18.0,7.1,50,3,67.59
8.3,7.3,60,2,21.21
6.5,8.8,59,2,16.02
19.1,7.7,8,2,100.0
9.0,14.8,41,2,7.59
8.4,7.1,5,5,27.18
9.5,6.4,51,5,37.03
7.3,13.9,19,1,5.44
15.3,6.4,24,4,80.58
13.1,13.7,14,3,34.32
4.1,6.2,24,2,33.5
7.0,6.3,41,4,22.11
12.8,12.2,25,4,45.14
7.1,7.3,49,4,7.55
8.2,7.3,24,2,38.54
9.9,6.8,35,3,46.16
17.0,7.6,44,3,63.62
7.0,7.2,35,2,32.21
11.7,5.3,42,1,64.07
8.2,4.7,55,1,54.09
8.4,7.7,17,4,41.4
6.9,8.6,14,2,41.06
9.8,6.0,32,1,72.49
7.4,13.2,19,5,0.0
1.0,6.3,32,3,0.67
14.8,2.8,33,5,63.47
9.1,12.1,40,5,0.0
6.2,7.5,5,1,48.27
2.6,6.2,56,3,6.36
12.9,7.0,27,5,52.96
6.8,7.1,40,3,16.26
9.6,8.6,29,5,28.5
9.2,8.4,42,3,30.62
7.4,9.1,55,2,20.68
9.9,6.7,21,1,59.29
19.3,7.3,12,2,99.54
2.8,6.7,7,3,12.07
8.8,7.9,13,1,58.63
8.1,6.2,47,1,42.16
6.8,2.4,42,4,38.15
2.5,7.5,29,2,5.73
11.9,5.5,32,5,40.09
10.1,7.8,49,1,56.53
8.7,6.1,40,5,34.69
8.8,6.4,40,2,47.3
8.2,7.1,21,4,27.71
17.2,6.9,8,1,100.0
10.3,8.2,31,4,45.78
6.5,5.3,24,4,43.07
17.0,6.5,48,3,78.39
8.9,7.4,20,4,32.77
9.2,7.9,50,5,16.79
8.7,4.1,36,4,44.39
1.8,13.3,21,3,0.0
9.4,3.6,56,2,65.04
4.3,6.8,38,1,26.16
8.7,14.1,22,2,12.82
10.2,9.6,7,3,44.18
13.9,4.9,53,5,63.28
6.7,7.5,15,1,38.34
9.4,7.1,16,5,32.17
9.1,6.6,29,2,49.05
8.7,6.3,41,1,56.46
19.6,10.5,21,5,81.17
7.4,8.1,48,1,25.19
8.3,8.6,38,2,33.93
14.0,6.5,24,5,51.0
6.8,6.6,21,1,43.9
9.7,7.3,24,1,51.82
8.0,8.7,7,5,21.5
9.2,12.1,5,2,40.73
6.1,7.1,32,3,30.89
2.9,6.5,51,1,21.1
14.6,8.0,42,5,58.07
10.1,11.0,10,5,21.61
3.7,14.5,48,5,0.0
8.9,4.5,26,3,45.42
15.1,3.4,17,4,84.87
7.9,7.3,44,5,5.79
10.8,7.7,8,3,60.95
3.6,7.7,49,4,0.0
8.5,7.4,28,3,31.33
13.0,12.0,14,5,27.19
9.0,7.8,53,1,47.03
8.0,6.2,46,5,13.04
6.4,14.6,6,3,3.11
7.0,7.1,20,5,22.75
6.1,6.8,14,2,45.92
8.6,12.7,59,3,2.97
8.7,7.4,13,3,49.39
7.3,6.3,59,5,10.26
6.2,7.1,30,3,14.15
9.1,7.3,11,3,49.19
1.1,7.2,20,3,5.06
4.3,4.4,6,5,14.39
9.3,2.2,42,5,33.66
8.9,2.4,32,5,47.26
8.3,6.5,30,5,20.8
5.5,12.2,18,4,0.0
16.5,7.2,12,1,94.8
7.9,9.8,15,5,27.73
6.9,7.3,37,3,25.3
8.9,7.4,17,3,38.25
4.1,8.0,43,2,1.72
7.7,3.9,55,5,29.61
10.0,6.8,50,1,57.25
17.3,7.4,10,4,84.95
11.1,5.4,57,1,60.29
11.7,5.9,23,2,73.66
11.4,7.7,32,1,58.87
19.9,10.2,28,5,71.45
10.7,6.2,28,2,63.85
8.3,10.7,39,3,18.85
10.9,7.2,53,5,24.78
6.4,7.7,11,5,16.42
3.5,7.5,13,2,13.91
7.6,6.1,5,4,35.4
16.4,5.8,55,5,59.4
6.8,6.4,56,5,3.68
6.1,10.8,10,4,4.4
18.5,7.1,46,1,100.0
7.8,7.2,16,2,46.97
3.4,6.9,32,4,2.84
13.0,6.2,44,1,74.09
6.5,14.2,42,4,0.0
5.6,6.4,32,5,11.6
7.7,6.3,30,1,48.32
9.8,9.8,55,1,35.42
7.6,14.5,39,5,0.0
10.4,11.6,22,3,41.68
9.4,6.8,31,3,41.08
18.9,2.5,54,2,100.0
9.2,14.7,14,3,9.54
8.3,7.1,51,4,26.4
9.0,14.6,20,5,0.0
6.2,7.1,12,4,28.18
9.3,6.6,47,1,48.33
6.6,2.5,11,2,64.94
7.0,11.9,17,4,0.0
6.5,7.3,58,3,12.23
17.3,6.6,48,5,69.69
7.2,8.6,52,3,21.79
6.3,7.7,51,5,9.0
6.8,2.2,15,3,50.5
6.7,6.2,57,3,27.27
8.5,11.4,39,2,16.81
14.2,2.6,9,4,88.05
7.3,7.8,33,5,9.42
17.2,7.6,27,3,84.81
18.8,4.0,56,3,95.4
10.0,14.0,41,3,3.74
8.6,6.5,25,1,62.82
6.4,13.0,38,1,11.45
15.8,7.0,38,3,80.4
2.7,7.7,21,1,12.81
9.7,6.1,53,4,36.54
16.1,7.7,54,2,74.35
7.1,7.8,17,4,16.04
7.8,6.9,59,3,25.2
9.6,6.7,9,4,42.24
6.6,6.6,35,4,26.57
8.6,7.5,57,3,30.43
19.8,7.2,21,4,94.2
8.5,6.2,28,3,43.19
6.2,3.5,21,5,31.52
7.7,12.6,52,4,0.0
8.6,7.4,50,2,41.14
11.7,6.4,20,1,78.45
6.0,4.7,30,4,37.11
8.1,4.0,25,1,59.79
7.6,7.6,15,2,45.88
12.8,7.1,28,4,56.5
7.5,5.5,54,1,53.64
10.3,7.7,35,4,40.6
6.7,7.9,42,4,7.26
6.2,7.4,8,2,25.45
9.9,7.2,10,1,65.9
13.3,8.7,38,1,70.6
7.0,6.7,50,1,40.09
13.3,8.7,27,3,52.83
4.1,9.4,53,4,0.0
9.1,6.8,22,4,33.05
6.6,2.5,42,5,36.45
8.3,13.2,41,2,17.92
8.2,11.5,58,2,21.54
12.9,13.5,21,3,37.84
9.1,7.9,36,1,55.52
5.2,3.8,52,4,18.4
7.2,13.8,53,1,17.65
8.8,9.7,26,1,42.29
6.1,8.0,15,3,25.35
8.4,11.1,49,2,25.73
7.0,7.4,39,3,28.33
7.2,9.1,59,1,29.27
9.7,6.5,15,1,68.9
8.0,14.4,24,3,4.15
7.1,8.0,14,4,19.97
9.1,2.2,32,3,65.27
9.7,6.6,51,2,43.08
1.3,13.3,43,5,0.0
10.1,10.4,36,2,39.72
7.8,7.4,57,2,27.21
6.6,2.4,11,5,42.59
15.4,6.4,7,5,76.97
3.0,12.0,28,5,0.0
9.8,7.7,11,2,56.93
1.9,2.2,9,3,43.24
8.1,6.6,55,2,34.17
9.3,5.8,14,3,54.25
6.2,12.8,25,3,0.0
9.2,7.1,21,3,31.94
7.0,7.5,18,4,21.92
8.2,6.4,60,1,42.17
6.7,11.4,34,1,27.47
1.2,10.4,10,4,0.0
8.0,14.8,56,4,0.0
10.1,7.9,31,4,34.24
7.6,14.7,52,5,0.0
9.1,6.2,8,1,66.98
9.7,2.4,30,2,67.54
6.1,6.6,5,3,32.89
8.1,3.7,47,4,52.43
7.1,6.9,53,1,42.03
8.5,8.2,12,4,24.3
9.5,7.8,31,2,53.93
7.8,7.1,58,2,42.75
8.6,7.4,8,3,43.26
9.6,12.0,39,3,16.11
7.7,6.9,53,5,8.44
6.4,6.5,13,4,22.07
7.9,7.9,23,3,16.44
9.6,7.3,50,5,25.41
7.5,11.8,43,3,8.59
13.3,8.3,8,1,76.95
8.3,3.9,44,3,48.18
3.1,5.3,31,1,43.8
10.0,4.2,12,5,58.61
1.6,7.6,41,5,0.0
9.9,13.8,33,3,12.09
8.7,14.7,36,1,11.91
6.2,6.6,50,5,8.87
8.9,4.5,14,1,64.97
7.5,6.2,23,5,30.42
8.5,12.3,57,2,11.01
9.1,4.5,22,4,50.22
9.2,6.5,30,5,26.67
19.7,8.7,34,4,77.04
11.9,6.9,33,5,36.8
6.1,2.8,26,4,30.19
17.9,6.2,48,2,93.54
6.0,7.3,16,3,28.98
11.0,6.0,51,3,39.11
19.5,5.8,27,5,86.58
6.2,4.8,58,3,30.13
9.7,7.9,13,5,37.37
7.2,12.1,15,5,3.76
19.3,12.0,25,3,84.45
6.4,10.6,15,1,22.35
8.4,7.9,35,3,42.87
8.7,6.4,44,5,20.87
9.5,7.3,36,4,39.5
7.7,6.7,45,5,16.53
6.6,4.1,20,4,39.35
7.2,6.6,51,4,26.22
8.2,7.4,16,1,57.62
9.5,3.4,14,3,69.0
7.0,11.3,10,3,27.02
9.9,7.8,41,2,54.67
7.5,7.3,24,4,22.55
7.6,2.6,39,4,44.17
3.5,6.7,43,1,28.52
12.6,7.9,46,1,67.84
14.8,2.4,15,3,98.2
8.2,8.7,6,3,34.71
3.3,7.8,23,4,0.0
8.2,8.8,30,2,37.9
6.0,7.6,39,1,37.82
8.1,5.5,49,5,22.62
9.2,6.9,6,1,61.86
6.1,7.3,22,5,4.99
10.2,7.7,34,5,31.44
9.1,12.9,25,3,16.49
6.7,7.3,60,5,2.73
6.5,6.4,17,2,45.44
8.9,14.6,31,3,13.61
6.5,10.4,6,3,19.74
2.0,7.5,58,5,0.0
15.8,7.9,33,4,69.72
15.9,6.7,31,2,82.07
6.1,8.9,26,3,21.52
7.8,4.3,51,5,26.39
8.6,12.9,35,4,4.85
12.3,4.1,52,1,91.12
6.2,4.7,20,4,40.36
1.1,12.6,22,1,0.0
6.8,6.5,5,3,42.24
8.8,12.4,41,4,0.11
8.2,8.9,48,2,23.65
8.6,7.9,7,5,16.05
7.1,8.2,7,5,21.07
6.2,7.2,57,1,46.08
8.5,8.9,13,5,12.29
11.7,7.6,16,3,57.25
8.6,4.9,42,3,41.33
8.3,10.1,39,2,27.5
13.3,6.4,44,1,84.97
8.5,6.1,28,2,45.15
6.1,8.3,54,1,27.93
6.6,6.4,38,4,23.1
12.2,6.3,60,2,65.82
7.2,7.6,7,2,37.12
6.7,9.2,38,4,18.12
8.2,9.4,31,2,41.01
9.0,7.7,9,4,38.33
7.9,2.5,30,3,59.33
8.5,6.0,46,2,43.18
14.1,8.0,47,4,49.63
10.0,3.0,56,4,44.72
5.0,12.5,20,2,1.04
6.8,7.4,17,2,40.33
6.2,7.0,46,5,5.24
8.2,7.8,55,1,44.25
7.4,6.7,55,5,16.58
17.8,6.8,11,1,100.0
8.3,7.8,60,1,41.34
7.6,10.8,31,4,19.62
11.1,3.0,30,5,55.16
18.7,8.7,7,2,98.46
7.2,6.0,48,2,53.12
9.3,9.2,15,5,18.28
11.7,5.6,9,3,71.21
7.8,6.3,16,1,59.88
8.1,12.3,38,4,1.84
3.6,6.9,29,3,12.86
9.5,13.8,35,4,1.89
13.0,5.8,20,3,75.2
7.3,7.1,45,4,21.18
8.8,7.0,24,5,36.69
8.7,10.7,35,2,32.56
8.3,6.1,41,2,48.15
8.8,7.6,48,4,23.71
7.6,6.3,22,1,55.62
9.8,7.6,20,3,51.49
14.7,9.4,9,4,62.71
10.4,6.8,54,3,44.73
8.3,5.1,27,3,37.38
7.7,9.9,36,4,10.01
9.1,6.0,55,1,53.14
8.8,11.8,23,1,35.59
6.5,7.9,47,2,20.29
12.1,10.9,55,1,47.47
6.0,8.3,27,1,23.38
6.0,3.7,49,1,48.07
8.5,4.5,9,2,62.75
6.5,7.3,34,5,18.85
8.5,14.5,8,4,9.47
6.9,14.3,57,4,0.0
7.0,7.8,43,5,3.94
6.2,6.9,7,4,28.76
6.1,6.0,55,1,49.55
3.9,7.4,27,1,32.26
8.4,6.3,53,4,27.94
9.9,7.6,17,4,36.79
1.9,6.8,54,1,16.81
6.2,4.2,34,5,17.86
8.4,13.6,44,5,0.0
1.9,7.7,26,5,0.0
17.4,6.7,13,4,88.53
9.5,6.5,57,3,42.75
8.4,6.8,59,4,19.7
8.8,6.1,14,4,38.26
18.2,7.8,44,2,87.78
6.0,13.8,60,2,0.7
17.9,10.8,44,1,77.91
7.7,7.7,53,5,8.15
9.5,14.5,21,4,1.29
7.4,8.6,45,5,9.92
7.3,6.7,57,1,33.19
9.4,3.7,12,2,64.96
19.7,6.7,37,1,100.0
9.1,8.0,20,3,46.55
17.7,6.5,33,3,98.29
9.0,11.4,45,5,0.0
9.9,4.0,24,5,46.32
9.9,13.8,59,3,15.71
6.3,6.0,22,3,36.38
14.3,5.2,10,5,68.66
7.8,8.2,45,3,18.85
4.0,13.1,32,1,6.64
6.5,13.2,50,5,0.0
6.3,14.3,20,5,0.0
9.6,7.0,16,3,45.89
7.4,10.9,23,3,10.04
9.1,6.3,12,2,51.75
13.5,13.3,41,2,36.93
7.3,7.5,52,1,31.5
3.6,2.3,13,4,25.37
7.1,7.2,43,3,26.38
8.7,7.5,45,2,38.92
8.0,6.9,21,4,30.12
8.5,7.4,20,1,58.23
9.5,7.1,40,3,35.37
9.0,12.0,54,5,0.0
16.3,7.2,25,3,77.51
9.9,7.5,22,5,44.22
9.5,7.1,31,2,44.16
7.0,5.5,23,3,26.74
9.0,4.8,34,5,31.66
9.2,7.8,32,4,26.94
8.3,3.1,41,3,57.07
10.0,3.5,9,3,63.37
9.2,9.6,40,5,0.0
8.7,9.3,42,5,18.55
9.8,6.9,33,4,45.54
7.9,10.4,13,4,10.02
8.8,6.0,29,5,29.33
15.2,7.8,51,1,82.18
14.1,7.0,60,4,45.08
7.7,2.2,10,3,51.41
9.7,7.0,60,4,30.39
8.4,7.5,16,4,31.67
9.1,8.8,50,2,32.43
6.7,7.1,34,5,9.63
8.6,7.2,53,2,33.24
7.0,3.1,48,3,51.13
6.5,13.4,57,5,0.0
2.1,10.5,13,5,0.0
10.8,7.9,44,3,46.68
9.6,6.5,26,5,38.38
3.7,6.1,50,1,27.25
7.1,6.5,31,5,19.59
8.0,6.4,14,3,37.3
7.5,6.9,48,1,31.9
10.0,7.3,17,4,36.55
6.8,14.7,16,5,0.0
10.9,6.6,60,2,45.93
12.1,10.0,51,3,30.2
8.9,6.4,16,3,45.52
8.8,4.2,32,5,27.76
8.1,8.3,40,1,52.32
15.1,12.9,19,5,37.89
12.0,13.6,13,2,40.64
5.5,7.7,22,5,4.35
6.7,13.9,44,4,0.0
8.0,14.9,31,2,10.01
3.3,8.0,28,5,0.0
10.6,4.6,38,2,61.1
14.5,6.4,51,4,69.21
6.4,6.7,52,2,32.93
18.1,7.2,58,5,81.43
8.6,7.0,13,3,51.06
9.4,7.5,33,2,52.89
8.5,6.0,52,1,54.97
11.0,7.1,22,3,57.0
9.6,7.2,32,2,41.36
4.0,4.8,25,3,34.86
6.9,7.2,39,4,14.1
7.5,6.8,53,3,38.38
12.0,14.9,27,1,42.16
3.9,11.8,33,5,0.0
9.0,8.0,41,2,44.57
8.9,7.0,40,3,48.61
8.2,8.5,14,1,49.71
18.9,5.6,24,2,100.0
9.7,6.8,15,2,59.02
8.5,12.8,42,3,15.24
7.8,3.5,25,2,65.82
19.3,9.6,35,4,78.32
12.7,9.1,17,5,30.9
10.1,7.9,56,2,45.13
9.8,7.6,59,4,33.94
12.1,7.9,60,3,38.54
7.6,3.4,22,3,51.9
7.2,6.3,50,2,31.09
18.8,12.6,32,3,63.92
7.8,7.6,10,4,40.0
7.9,6.0,30,4,26.99
6.0,7.2,40,1,41.55
7.7,6.1,8,4,51.07
6.9,7.1,36,3,12.33
18.1,9.2,6,1,100.0
8.6,12.7,59,4,0.0
7.4,2.7,26,1,68.06
8.4,7.1,17,5,30.0
17.6,12.1,16,3,79.28
5.1,7.9,58,2,8.74
6.6,9.9,7,5,14.73
4.4,6.4,12,2,27.46
6.4,6.7,44,4,9.96
3.5,8.0,33,4,0.0
6.7,7.7,57,3,0.0
7.0,6.0,60,5,12.76
7.5,7.7,26,2,41.11
8.6,7.2,29,5,25.9
9.8,7.2,12,5,35.19
18.7,11.4,13,4,73.98
7.7,10.2,36,3,18.96
8.8,13.8,49,3,9.9
6.8,7.5,30,5,6.39
7.4,7.6,37,3,37.72
9.6,7.6,17,5,17.18
9.2,11.9,36,4,0.0
2.6,10.3,52,2,0.0
9.2,11.0,47,3,25.66
9.3,14.9,18,2,26.01
10.4,5.4,16,2,63.11
8.8,11.4,43,4,5.62
18.4,7.7,41,1,99.17
8.9,7.5,37,1,46.66
7.2,12.5,23,3,2.63
7.8,7.5,24,4,20.71
6.5,10.8,55,5,0.0
7.2,13.0,55,4,0.0
6.5,6.2,13,1,55.44
17.2,6.7,30,5,76.61
3.9,7.5,37,1,24.33
9.6,14.9,11,4,1.3
15.4,3.9,56,5,59.96
8.8,6.8,14,3,46.22
9.3,2.7,32,4,63.19
14.0,14.5,9,4,43.79
6.8,10.0,56,1,24.83
9.4,8.0,40,1,52.38
9.7,7.3,56,2,49.3
7.1,6.4,21,2,41.41
6.3,11.3,32,4,11.04
7.4,7.0,6,4,31.29
12.1,8.0,26,2,66.37
8.3,14.3,53,5,0.0
6.2,3.2,37,2,35.87
8.3,14.5,22,5,0.0
7.3,7.1,21,3,32.32
8.9,13.0,11,1,33.01
2.2,6.4,36,2,15.39
8.3,6.3,43,3,30.86
6.6,6.0,41,1,49.95
6.2,14.9,42,5,0.0
6.2,11.3,33,4,1.23
12.4,6.2,55,5,31.04
1.2,8.8,52,4,0.0
1.1,7.2,8,2,10.85
8.0,10.1,50,2,22.51
12.2,7.5,27,1,64.08
8.9,6.9,19,5,29.58
8.0,4.1,21,2,56.67
7.4,7.8,28,1,50.74
9.8,7.7,44,5,25.4
6.5,12.8,36,4,0.0
6.2,7.2,7,1,52.57
8.2,6.8,37,4,35.08
8.5,6.5,47,2,45.25
9.2,6.5,51,3,31.76
9.5,8.7,21,3,34.16
9.7,6.4,41,5,33.78
14.9,7.9,29,3,72.97
6.3,6.0,48,4,16.31
9.8,6.6,18,4,43.96
8.3,6.6,49,5,13.61
9.1,11.9,32,5,3.78
9.6,2.9,46,5,46.21
9.1,7.0,42,2,46.15
7.9,6.2,34,4,43.24
6.3,9.2,26,5,6.5
9.9,13.0,28,5,0.0
1.7,2.1,35,2,34.72
6.4,9.7,6,2,17.39
16.4,7.1,20,5,69.37
8.1,5.7,35,2,44.55
7.5,14.0,9,5,0.0
11.4,14.7,32,2,30.94
7.7,14.6,37,5,0.0
8.2,7.2,59,1,35.55
18.6,7.4,49,2,90.17
6.7,6.8,12,1,52.05
16.5,2.1,42,4,100.0
7.8,6.9,16,2,50.17
15.3,7.3,15,5,55.57
8.5,6.9,53,3,22.74
8.0,2.4,12,3,64.06
14.4,6.8,18,1,85.28
8.9,6.8,50,1,47.63
2.5,10.3,29,2,0.0
